TOA5	CR1000_HA07	CR1000	43363	CR1000.Std.22	CPU:Nyack_Met corrected_recal_11_27_12.CR1	48213	Met												
TIMESTAMP	RECORD	AirTC	RH	BP_mmHg	PAR_Den	SlrkW	Soil_T_C	VW	PA_uS	WindSpeed	WindDir	WindSpeed_S_WVT	WindDir_D1_WVT	WindDir_SD1_WVT	Rain_mm_Tot	AirTC_Max	AirTC_TMx	AirTC_Min	AirTC_TMn
TS	RN	Deg C	%	mmHg	umol/s/m^2	kW/m^2	Deg C		uSec	kph	Degrees	kph	Deg	Deg	mm	Deg C	Deg C	Deg C	Deg C
		Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	WVc	WVc	WVc	Tot	Max	TMx	Min	TMn
6/13/2022 7:00	11233	8.48	91.4	755.4	62.81	0.025	12.54	0.383	30.23	5.53	4.603	2.641	276.8	84.4	6.096	9.06	6/13/2022 6:30	8.48	6/13/2022 7:00
6/13/2022 8:00	11234	7.84	88.9	756.7	239.2	0.109	12.49	0.383	30.23	6.31	323.4	5.481	335.3	38.57	0.508	8.89	6/13/2022 7:10	7.838	6/13/2022 7:50
6/13/2022 9:00	11235	8.11	87.7	757.2	228.5	0.103	12.44	0.383	30.22	2.327	299.1	6.176	306.7	23.7	0.508	8.25	6/13/2022 8:50	7.943	6/13/2022 8:10
6/13/2022 10:00	11236	9.85	76.36	757	720.4	0.332	12.39	0.382	30.21	7.854	14.51	3.264	21.73	70.93	0	9.85	6/13/2022 10:00	8.32	6/13/2022 9:10
6/13/2022 11:00	11237	10.48	72.82	757.3	836	0.396	12.34	0.379	30.12	7.151	329.4	7.335	340	14.76	0	10.66	6/13/2022 10:40	9.71	6/13/2022 10:20
6/13/2022 12:00	11238	10.47	73.62	756.9	609.1	0.29	12.31	0.378	30.08	12.23	312.9	7.275	350	54.34	0	12.32	6/13/2022 11:30	10.47	6/13/2022 12:00
6/13/2022 13:00	11239	9.39	83.7	757.3	807	0.387	12.27	0.376	30.03	4.643	100.4	9.49	327.5	55.7	0.508	10.3	6/13/2022 12:10	8.29	6/13/2022 12:40
6/13/2022 14:00	11240	10.2	71.15	757.6	858	0.417	12.26	0.375	30.02	2.967	268.8	4.639	186	67.8	0	11.09	6/13/2022 13:30	10.2	6/13/2022 14:00
6/13/2022 15:00	11241	12.18	53.99	757.4	2264	1.143	12.25	0.374	29.99	11.67	138.2	9.56	203.2	88.2	0	12.46	6/13/2022 14:50	10.72	6/13/2022 14:10
6/13/2022 16:00	11242	11.46	57.05	758.1	1779	0.908	12.24	0.374	29.98	11.38	207.6	10.69	200.2	35.82	0	12.69	6/13/2022 15:10	11.01	6/13/2022 15:30
6/13/2022 17:00	11243	11.07	49.98	758.3	1135	0.579	12.26	0.373	29.96	17.76	239.7	13.24	215.2	50.97	0.254	11.86	6/13/2022 16:20	11.07	6/13/2022 17:00
6/13/2022 18:00	11244	10.43	53.26	758.7	416.7	0.201	12.27	0.375	30.02	8.6	181.3	10.66	87.7	53.7	0	11.45	6/13/2022 17:10	10.43	6/13/2022 18:00
6/13/2022 19:00	11245	9.11	61.22	758.5	96.2	0.04	12.3	0.38	30.14	10.01	127.5	8.25	319.3	101.7	0	10.27	6/13/2022 18:20	9.11	6/13/2022 19:00
6/13/2022 20:00	11246	8.48	67.25	758.6	25.39	0.011	12.34	0.383	30.22	6.03	214.1	7.616	144	80.8	0	9.22	6/13/2022 19:10	8.48	6/13/2022 20:00
6/13/2022 21:00	11247	6.683	86.5	758.5	0.668	0	12.36	0.384	30.26	4.862	241.3	4.791	254.9	47.52	0	7.731	6/13/2022 20:10	6.683	6/13/2022 21:00
6/13/2022 22:00	11248	6.143	86.7	758.4	0	0	12.38	0.385	30.27	4.29	302.3	3.762	273	37.99	0	6.518	6/13/2022 21:20	6.143	6/13/2022 21:50
6/13/2022 23:00	11249	5.734	89.2	757.8	0.668	0	12.4	0.385	30.27	4.676	270.1	3.531	242.3	61.07	0.508	6.075	6/13/2022 22:10	5.597	6/13/2022 22:50
6/14/2022 0:00	11250	5.563	87.9	757.1	0.668	0	12.42	0.385	30.27	6.289	309.1	5.202	289.8	18.64	0.762	5.666	6/13/2022 23:10	5.563	6/13/2022 23:40
6/14/2022 1:00	11251	5.119	94	756.9	0.668	0	12.43	0.385	30.29	1.603	204.3	2.716	248.8	24.55	0.762	5.188	6/14/2022 0:10	5.051	6/14/2022 0:40
6/14/2022 2:00	11252	4.778	96.7	756.5	0.668	0	12.43	0.385	30.3	1.328	234.1	1.404	208.3	44.5	1.524	5.051	6/14/2022 1:20	4.778	6/14/2022 2:00
6/14/2022 3:00	11253	4.266	95.7	756	0.668	0	12.42	0.385	30.3	3.757	123.7	2.315	154.9	33.15	1.778	4.881	6/14/2022 2:20	4.266	6/14/2022 3:00
6/14/2022 4:00	11254	4.099	97.1	756.6	0.668	0	12.4	0.386	30.31	1.178	105.5	2.487	125.5	21.78	3.556	4.334	6/14/2022 3:10	3.926	6/14/2022 3:50
6/14/2022 5:00	11255	3.693	96.3	756.3	6.016	0.003	12.37	0.386	30.31	5.12	315.1	2.699	50.63	88.1	4.318	4.065	6/14/2022 4:10	3.693	6/14/2022 5:00
6/14/2022 6:00	11256	3.523	96	756.7	37.43	0.017	12.33	0.386	30.31	0.293	57.63	2.298	267	69.44	1.778	3.591	6/14/2022 5:10	3.352	6/14/2022 5:40
6/14/2022 7:00	11257	3.557	97.1	756.9	104.3	0.048	12.28	0.386	30.33	4.746	114.1	2.31	93.4	74.96	1.778	3.762	6/14/2022 6:50	3.455	6/14/2022 6:20
6/14/2022 8:00	11258	3.967	97.6	756.8	119	0.051	12.23	0.386	30.33	2.004	144.8	3.086	111.9	19.63	2.54	3.967	6/14/2022 8:00	3.625	6/14/2022 7:30
6/14/2022 9:00	11259	4.411	92.7	757.7	124.3	0.05	12.15	0.387	30.34	1.826	247	2.646	243.2	60.21	2.794	4.411	6/14/2022 9:00	4.307	6/14/2022 8:50
6/14/2022 10:00	11260	3.727	91.9	757.8	173.8	0.071	12.07	0.387	30.34	6.707	332.2	3.776	322.7	43.33	4.064	4.512	6/14/2022 9:10	3.727	6/14/2022 10:00
6/14/2022 11:00	11261	4.171	91.7	758.4	225.9	0.094	11.99	0.387	30.35	3.463	301	3.401	292.8	68.79	3.302	4.171	6/14/2022 10:50	3.592	6/14/2022 10:10
6/14/2022 12:00	11262	4.61	90.4	758.7	331.5	0.145	11.91	0.387	30.35	4.839	4.701	5.249	313.2	32.93	2.794	4.61	6/14/2022 12:00	4.205	6/14/2022 11:10
6/14/2022 13:00	11263	4.335	88.8	758.4	298.1	0.126	11.82	0.388	30.37	7.147	321.6	6.772	317.1	5.033	2.032	4.541	6/14/2022 12:30	4.335	6/14/2022 13:00
6/14/2022 14:00	11264	3.824	92.6	759.1	271.4	0.115	11.73	0.388	30.37	7.346	269.2	6.731	270.6	5.899	2.794	4.609	6/14/2022 13:10	3.824	6/14/2022 14:00
6/14/2022 15:00	11265	3.318	93.7	759.8	133.7	0.051	11.64	0.388	30.37	7.102	243.4	6.24	271.9	17.84	3.048	3.622	6/14/2022 14:20	3.318	6/14/2022 15:00
6/14/2022 16:00	11266	3.119	95.5	759.7	147.1	0.061	11.54	0.388	30.38	7.386	288.2	7.044	287.2	16.71	3.556	3.184	6/14/2022 15:40	2.879	6/14/2022 15:50
6/14/2022 17:00	11267	3.188	93.4	760.7	167.1	0.072	11.47	0.388	30.38	7.938	302	7.73	300.8	11.45	2.286	3.291	6/14/2022 16:40	2.915	6/14/2022 16:10
6/14/2022 18:00	11268	3.256	93.4	760.3	85.6	0.037	11.39	0.389	30.4	5.754	274.6	7.143	283.5	13.58	1.27	3.359	6/14/2022 17:50	3.256	6/14/2022 17:30
6/14/2022 19:00	11269	3.393	94.6	761.1	36.1	0.016	11.3	0.389	30.4	4.337	272.2	4.871	294.7	18.27	0.254	3.496	6/14/2022 18:30	3.256	6/14/2022 18:10
6/14/2022 20:00	11270	3.325	96.5	760.8	8.02	0.004	11.22	0.389	30.4	0.094	205.9	1.66	269.4	37.05	0.254	3.359	6/14/2022 19:50	3.223	6/14/2022 19:40
6/14/2022 21:00	11271	3.291	97.9	761.4	0.668	0	11.14	0.389	30.4	6.134	267.1	2.965	263	28.85	0.254	3.325	6/14/2022 20:10	3.256	6/14/2022 20:20
6/14/2022 22:00	11272	3.63	98	761.3	0.668	0	11.06	0.389	30.4	3.275	48.53	2.221	262	87.8	0.254	3.63	6/14/2022 22:00	3.393	6/14/2022 21:10
6/14/2022 23:00	11273	3.696	98	761.3	0.668	0	10.96	0.388	30.38	0.746	163.5	2.392	267.6	74.82	0.762	3.73	6/14/2022 22:40	3.526	6/14/2022 22:20
6/15/2022 0:00	11274	3.762	98.5	761.3	0.668	0	10.88	0.389	30.4	2.886	211.3	2.308	223.2	71.7	0	3.797	6/14/2022 23:50	3.592	6/14/2022 23:20
6/15/2022 1:00	11275	3.728	98.5	761.3	0.668	0	10.79	0.389	30.4	2.038	178.2	1.836	173.1	43.3	0	3.865	6/15/2022 0:10	3.728	6/15/2022 1:00
6/15/2022 2:00	11276	3.898	98.6	761.1	0.668	0	10.7	0.388	30.38	1.05	0.873	1.21	100.9	73	0.254	3.898	6/15/2022 2:00	3.796	6/15/2022 1:10
6/15/2022 3:00	11277	3.967	98.7	760.9	0.668	0	10.62	0.389	30.4	2.834	120.7	3.008	137	74.85	0.254	4.137	6/15/2022 2:20	3.932	6/15/2022 2:10
6/15/2022 4:00	11278	3.967	98.8	761.1	0.668	0	10.53	0.389	30.4	2.052	146.4	2.28	155.7	19.3	0.508	4.001	6/15/2022 3:30	3.83	6/15/2022 3:20
6/15/2022 5:00	11279	4.171	98.6	761.4	6.016	0.002	10.45	0.389	30.4	1.051	341.4	2.073	80.8	70.72	0	4.171	6/15/2022 5:00	4.035	6/15/2022 4:20
6/15/2022 6:00	11280	4.341	98.7	761.1	21.39	0.009	10.37	0.388	30.38	1.89	92	1.653	126.7	87	0.254	4.341	6/15/2022 6:00	4.274	6/15/2022 5:30
6/15/2022 7:00	11281	4.745	98.6	762	46.79	0.019	10.29	0.389	30.4	2.737	146.1	1.549	169.3	81.8	0	4.745	6/15/2022 7:00	4.441	6/15/2022 6:10
6/15/2022 8:00	11282	5.802	98.1	762.2	140.4	0.061	10.21	0.388	30.38	2.623	128.6	2.44	74.16	78.51	0	5.904	6/15/2022 7:50	4.812	6/15/2022 7:10
6/15/2022 9:00	11283	7.713	92.6	762.5	239.2	0.104	10.12	0.389	30.4	3.181	299.7	2.936	278.7	69.38	0	7.713	6/15/2022 9:00	6.177	6/15/2022 8:10
6/15/2022 10:00	11284	8.63	90.1	763	287.3	0.128	10.04	0.388	30.37	4.095	244.6	6.096	279.1	32.54	0	8.63	6/15/2022 10:00	7.986	6/15/2022 9:10
6/15/2022 11:00	11285	9.51	83.6	763.2	388.9	0.172	9.97	0.388	30.37	5.674	294	5.03	257.7	37.49	0	9.51	6/15/2022 11:00	8.76	6/15/2022 10:10
6/15/2022 12:00	11286	9.84	82.3	763.6	311.3	0.138	9.9	0.388	30.37	6.646	263	7.471	277.5	16.01	0	9.88	6/15/2022 11:50	9.71	6/15/2022 11:20
6/15/2022 13:00	11287	10.89	76.88	763.6	648.6	0.296	9.86	0.388	30.37	9.43	316.7	7.763	292.7	14.1	0	11.03	6/15/2022 12:50	10.12	6/15/2022 12:10
6/15/2022 14:00	11288	11.81	75.78	764.1	818	0.373	9.84	0.388	30.38	5.858	307.8	5.395	301.1	43.61	0	11.81	6/15/2022 14:00	11.23	6/15/2022 13:20
6/15/2022 15:00	11289	12.89	68.99	764.1	2035	1.034	9.81	0.388	30.38	5.889	306.2	5.678	282.4	30.44	0	13.06	6/15/2022 14:50	11.91	6/15/2022 14:10
6/15/2022 16:00	11290	13.87	65.67	764.1	554.9	0.257	9.83	0.388	30.38	4.849	244.5	5.653	286.8	31.2	0	13.9	6/15/2022 15:50	13.5	6/15/2022 15:20
6/15/2022 17:00	11291	14.21	66.24	764	580.3	0.269	9.87	0.388	30.37	3.282	348.7	2.97	283.6	73.12	0	14.76	6/15/2022 16:30	14.11	6/15/2022 16:10
6/15/2022 18:00	11292	14.62	66.11	763.8	488.1	0.227	9.94	0.388	30.38	4.237	243.2	4.249	276.9	20.78	0	14.62	6/15/2022 18:00	14.24	6/15/2022 17:20
6/15/2022 19:00	11293	11.82	85.8	764	102.8	0.031	10.03	0.388	30.38	5.35	184	4.019	186.4	43.68	0	15.34	6/15/2022 18:10	11.82	6/15/2022 19:00
6/15/2022 20:00	11294	9.56	93.6	763.9	53.44	0.015	10.15	0.388	30.38	0.071	133.5	1.996	167.2	47.96	0	10.97	6/15/2022 19:10	9.56	6/15/2022 20:00
6/15/2022 21:00	11295	7.526	95.7	763.9	0.668	0.001	10.3	0.389	30.4	1.79	228.1	0.721	172.3	54.78	0	9.08	6/15/2022 20:10	7.526	6/15/2022 21:00
6/15/2022 22:00	11296	5.699	97.1	764.1	0	0	10.44	0.389	30.4	0.513	125.3	1.51	164.6	89.3	0	7.324	6/15/2022 21:10	5.699	6/15/2022 22:00
6/15/2022 23:00	11297	4.949	98.3	764	0	0	10.57	0.389	30.4	0.437	318.1	0.334	335	92.2	0	5.563	6/15/2022 22:40	4.949	6/15/2022 23:00
6/16/2022 0:00	11298	4.539	99.2	764.5	0	0	10.66	0.389	30.41	1.617	222	1.753	303.3	36.83	0	5.119	6/15/2022 23:10	4.437	6/15/2022 23:50
6/16/2022 1:00	11299	4.103	99.6	763.8	0.668	0	10.74	0.389	30.41	2.602	13.81	1.716	305	99.3	0	4.337	6/16/2022 0:10	3.862	6/16/2022 0:30
6/16/2022 2:00	11300	3.662	99.8	764.1	0.668	0	10.78	0.389	30.41	2.308	315.7	1.347	308.1	33.69	0	3.797	6/16/2022 1:40	3.66	6/16/2022 1:10
6/16/2022 3:00	11301	3.257	100	764.3	0	0	10.81	0.389	30.41	0	191.4	1.515	305.8	22.5	0	3.594	6/16/2022 2:10	3.257	6/16/2022 3:00
6/16/2022 4:00	11302	3.052	100	763.9	0.668	0	10.79	0.389	30.41	2.293	293.7	1.517	279.9	93.9	0	3.257	6/16/2022 3:20	3.018	6/16/2022 3:40
6/16/2022 5:00	11303	2.301	100	763.5	38.1	0.017	10.77	0.389	30.41	1.505	300.2	1.018	321.5	41.92	0	3.121	6/16/2022 4:20	2.301	6/16/2022 5:00
6/16/2022 6:00	11304	3.223	100	763.9	143.1	0.05	10.74	0.389	30.41	1.89	151.1	1.553	175.2	55.41	0	3.291	6/16/2022 5:50	2.438	6/16/2022 5:10
6/16/2022 7:00	11305	7.338	98.9	763.4	363.6	0.172	10.68	0.389	30.41	2.301	66.01	2.249	294.7	86.3	0	7.338	6/16/2022 7:00	3.974	6/16/2022 6:10
6/16/2022 8:00	11306	10.6	80.9	762.9	852	0.406	10.62	0.389	30.41	2.256	113.2	2.721	46.28	56.98	0	10.6	6/16/2022 8:00	7.236	6/16/2022 7:10
6/16/2022 9:00	11307	14.94	67.36	762.3	1365	0.664	10.54	0.389	30.4	8.67	113.4	8.09	108.3	10.25	0	14.94	6/16/2022 9:00	11.86	6/16/2022 8:10
6/16/2022 10:00	11308	17.82	51.88	761.5	1033	0.487	10.48	0.389	30.41	11.91	116.5	10.06	139.6	21.8	0	17.92	6/16/2022 9:50	15.55	6/16/2022 9:10
6/16/2022 11:00	11309	18.76	55.9	761.4	1063	0.494	10.43	0.389	30.41	12.32	117.7	12.01	119.3	8.38	0	18.76	6/16/2022 11:00	17.74	6/16/2022 10:10
6/16/2022 12:00	11310	20.08	44.27	760.6	2034	1.02	10.43	0.389	30.41	16.34	131.5	15.24	110.2	25.63	0	20.29	6/16/2022 11:40	18.9	6/16/2022 11:10
6/16/2022 13:00	11311	21.68	42.19	760.2	1165	0.549	10.44	0.389	30.41	9.98	118.6	10.46	109.8	26.08	0	21.68	6/16/2022 13:00	20.35	6/16/2022 12:30
6/16/2022 14:00	11312	22.35	42.93	760.1	1879	0.943	10.49	0.389	30.41	9.36	128.6	10.1	101.1	22.64	0	22.35	6/16/2022 14:00	21.37	6/16/2022 13:10
6/16/2022 15:00	11313	24.25	37.85	759	1831	0.909	10.58	0.389	30.41	4.925	58.07	6.883	101.9	33.14	0	24.25	6/16/2022 15:00	22.79	6/16/2022 14:10
6/16/2022 16:00	11314	23.99	35.52	759.4	622.5	0.278	10.71	0.389	30.41	12.08	131.9	8.38	132.2	35.16	0	25.32	6/16/2022 15:40	23.99	6/16/2022 16:00
6/16/2022 17:00	11315	24.94	35.65	758.6	985	0.494	10.87	0.389	30.41	7.596	182	7.749	146.1	19.81	0	25.21	6/16/2022 16:40	23.92	6/16/2022 16:10
6/16/2022 18:00	11316	25.15	40.76	758.9	340.9	0.151	11.08	0.39	30.42	1.328	153	3.087	124.9	61.93	0	25.38	6/16/2022 17:30	24.74	6/16/2022 17:20
6/16/2022 19:00	11317	20.81	60.88	758.7	202.2	0.096	11.3	0.39	30.44	1.906	191.2	2.256	196.3	9.34	0	23.85	6/16/2022 18:10	20.69	6/16/2022 18:30
6/16/2022 20:00	11318	16.4	74.9	759.3	35.38	0.016	11.56	0.39	30.44	3.697	77.76	1.777	175.1	41.09	0	19.99	6/16/2022 19:10	16.4	6/16/2022 20:00
6/16/2022 21:00	11319	15.5	74.69	758.7	0.668	0	11.83	0.39	30.44	6.238	108.9	2.873	147.3	68.68	0	16.27	6/16/2022 20:20	14.2	6/16/2022 20:50
6/16/2022 22:00	11320	14.99	80.4	758.8	0	0	12.08	0.391	30.45	0.973	351.9	5.139	125.4	69.9	0	17.41	6/16/2022 21:20	14.99	6/16/2022 22:00
6/16/2022 23:00	11321	13.44	88.1	759.8	0	0	12.31	0.391	30.45	3.938	11.94	3.707	316.4	70.4	0	14.07	6/16/2022 22:10	13.44	6/16/2022 23:00
6/17/2022 0:00	11322	12.86	88.8	759.2	0	0	12.53	0.391	30.45	3.495	311.4	4.015	208.1	61.57	0	14.25	6/16/2022 23:10	12.86	6/16/2022 23:50
6/17/2022 1:00	11323	11.84	90.8	759.2	0	0	12.74	0.391	30.46	1.866	269.3	3.409	238.7	63.95	0	12.9	6/17/2022 0:10	11.84	6/17/2022 1:00
6/17/2022 2:00	11324	10.44	93.6	757.9	0	0	12.91	0.391	30.46	4.085	51.48	4.891	156.4	91.2	0	12.42	6/17/2022 1:20	10.44	6/17/2022 2:00
6/17/2022 3:00	11325	9.64	95.5	758.1	0	0	13.07	0.391	30.46	3.349	316.7	2.785	255.5	83.5	0	10.89	6/17/2022 2:20	9.64	6/17/2022 3:00
6/17/2022 4:00	11326	7.97	96.5	757.5	0	0	13.2	0.392	30.48	2.22	85.4	2.699	101.5	84.2	0	9.37	6/17/2022 3:20	7.97	6/17/2022 4:00
6/17/2022 5:00	11327	7.671	98.2	757.3	33.41	0.013	13.32	0.392	30.48	0.367	155.8	2.299	269.8	68.1	0	8.22	6/17/2022 4:30	7.603	6/17/2022 4:50
6/17/2022 6:00	11328	7.882	98.4	757.4	118.9	0.041	13.42	0.392	30.48	1.349	287.9	2.017	306.5	84.2	0	7.882	6/17/2022 6:00	7.472	6/17/2022 5:40
6/17/2022 7:00	11329	13.22	82.9	757.4	626.7	0.32	13.48	0.392	30.48	1.638	115.8	1.185	40.84	54.28	0	13.22	6/17/2022 7:00	8.56	6/17/2022 6:10
6/17/2022 8:00	11330	16.74	69.49	756.4	1002	0.496	13.52	0.392	30.48	0.971	344.4	1.466	22.45	60.79	0	16.74	6/17/2022 8:00	14.13	6/17/2022 7:20
6/17/2022 9:00	11331	20.26	57.91	756.1	1345	0.655	13.56	0.391	30.46	2.632	121.7	3.376	74.72	44.36	0	20.26	6/17/2022 9:00	16.87	6/17/2022 8:10
6/17/2022 10:00	11332	22.43	49.21	754.9	1615	0.784	13.57	0.391	30.45	9.91	130.1	9.4	138.2	10.65	0	22.43	6/17/2022 10:00	20.7	6/17/2022 9:10
6/17/2022 11:00	11333	23.81	49.6	754.9	1790	0.904	13.61	0.389	30.4	11.26	108.9	10.66	117.8	12.89	0	23.81	6/17/2022 11:00	22.6	6/17/2022 10:10
6/17/2022 12:00	11334	25.44	41.22	754.3	1882	0.95	13.62	0.388	30.38	11.54	95	11.88	120.3	16.32	0	25.44	6/17/2022 12:00	24.21	6/17/2022 11:10
6/17/2022 13:00	11335	26.61	37.97	753.9	1881	0.941	13.69	0.387	30.35	9.49	124	11.71	131.5	7.646	0	26.61	6/17/2022 13:00	25.64	6/17/2022 12:10
6/17/2022 14:00	11336	26.75	38.69	753.3	1559	0.752	13.76	0.386	30.33	8.23	55.08	10.25	83.2	23.51	0	27.05	6/17/2022 13:40	26.58	6/17/2022 13:10
6/17/2022 15:00	11337	27.25	43.55	753	1208	0.574	13.87	0.386	30.33	11.46	124.9	10.41	125.8	17.54	0	27.56	6/17/2022 14:50	26.61	6/17/2022 14:20
6/17/2022 16:00	11338	26.6	38.34	753.3	571.8	0.252	14.01	0.386	30.31	7.502	130.7	9.67	113.2	15.16	0	27.96	6/17/2022 15:20	26.6	6/17/2022 16:00
6/17/2022 17:00	11339	25.96	47.34	753.7	505.1	0.225	14.16	0.386	30.31	6.786	128.4	5.138	157.3	72.42	0	26.36	6/17/2022 16:10	25.62	6/17/2022 16:40
6/17/2022 18:00	11340	21.28	62.1	754.3	103.4	0.033	14.33	0.385	30.29	16.04	179.6	15.79	122.9	26.51	0	24.84	6/17/2022 17:10	21.28	6/17/2022 18:00
6/17/2022 19:00	11341	21.13	63.45	755.8	46.05	0.02	14.5	0.385	30.27	4.606	306.8	6.614	107	89	0	22.21	6/17/2022 18:30	20.93	6/17/2022 18:50
6/17/2022 20:00	11342	21.41	51.15	756.5	16.69	0.006	14.66	0.384	30.25	11.44	276.2	7.553	288.1	17.4	0	21.41	6/17/2022 20:00	20.04	6/17/2022 19:20
6/17/2022 21:00	11343	19.12	64.82	756.8	0.668	0	14.82	0.382	30.21	7.274	299.6	8.42	306.7	4.529	0	20.86	6/17/2022 20:10	19.12	6/17/2022 21:00
6/17/2022 22:00	11344	17.4	73.42	757.1	0	0	14.96	0.382	30.21	4.058	253	4.546	287.1	39.85	0	18.62	6/17/2022 21:20	17.3	6/17/2022 21:50
6/17/2022 23:00	11345	16.79	77.35	757.1	0	0	15.08	0.381	30.18	3.136	195.9	3.03	199.3	83.6	0	17.33	6/17/2022 22:10	16.31	6/17/2022 22:40
6/18/2022 0:00	11346	14.11	90.6	757	0	0	15.18	0.381	30.16	2.216	166.7	3.298	209.7	55.72	0.762	16.66	6/17/2022 23:10	14.11	6/18/2022 0:00
6/18/2022 1:00	11347	12.66	96.7	757.6	0.668	0	15.26	0.38	30.15	1.784	193	2.626	136.2	71.81	0	13.8	6/18/2022 0:10	12.41	6/18/2022 0:40
6/18/2022 2:00	11348	12.25	97.2	756.7	0.668	0	15.34	0.379	30.12	1.195	326.1	2.553	270.4	77.67	2.032	13.1	6/18/2022 1:20	12.25	6/18/2022 2:00
6/18/2022 3:00	11349	12.08	98.3	756.7	0.668	0	15.39	0.379	30.12	3.564	0.387	2.114	290	84.3	0	12.22	6/18/2022 2:40	11.91	6/18/2022 2:10
6/18/2022 4:00	11350	12.66	98.2	758.4	0.668	0	15.44	0.379	30.11	5.478	92.5	3.669	125.9	85	0.508	12.66	6/18/2022 4:00	12.05	6/18/2022 3:10
6/18/2022 5:00	11351	12.8	97.5	759.1	1.336	0	15.47	0.379	30.11	2.838	211.8	2.961	219.2	71.51	4.318	12.93	6/18/2022 4:30	12.8	6/18/2022 4:50
6/18/2022 6:00	11352	12.9	98.2	758	188.4	0.093	15.5	0.38	30.15	2.42	9.06	2.208	211	89.3	1.27	12.9	6/18/2022 5:50	12.69	6/18/2022 5:20
6/18/2022 7:00	11353	13.82	97.3	759	234.5	0.109	15.5	0.382	30.19	0	118.7	1.442	127.2	27.73	0	13.82	6/18/2022 7:00	13.04	6/18/2022 6:10
6/18/2022 8:00	11354	13.54	93	759.3	158.3	0.071	15.51	0.382	30.19	6.834	298.1	3.202	250.2	77.28	0	14.02	6/18/2022 7:30	13.54	6/18/2022 8:00
6/18/2022 9:00	11355	16.84	74.06	758.3	1429	0.707	15.52	0.381	30.18	6.948	69.48	5.115	133.7	91.6	0	16.84	6/18/2022 9:00	13.61	6/18/2022 8:10
6/18/2022 10:00	11356	17.87	66.53	757.7	1617	0.787	15.53	0.38	30.15	2.565	319.3	3.452	336.5	36.57	0	17.87	6/18/2022 10:00	16.83	6/18/2022 9:10
6/18/2022 11:00	11357	18.68	58.95	758.5	1328	0.651	15.52	0.379	30.12	3.67	84.7	3.182	54.06	43.55	0	19.09	6/18/2022 10:30	18.38	6/18/2022 10:20
6/18/2022 12:00	11358	19.94	55.1	758.2	1027	0.49	15.53	0.379	30.11	2.67	128.9	2.328	290.1	83.7	0	20.11	6/18/2022 11:40	18.58	6/18/2022 11:20
6/18/2022 13:00	11359	20.01	50.81	758.1	674.8	0.305	15.57	0.378	30.1	5.15	1.887	3.533	337.9	43.47	0	21	6/18/2022 12:20	19.7	6/18/2022 12:50
6/18/2022 14:00	11360	20.73	49.34	757.9	616.1	0.284	15.62	0.378	30.08	4.791	335.8	7.514	316.3	36.29	0	20.93	6/18/2022 13:20	20.18	6/18/2022 13:10
6/18/2022 15:00	11361	19.81	63.83	758.2	353.1	0.157	15.66	0.377	30.07	4.144	149.8	3.412	319.9	101.8	0	20.42	6/18/2022 14:40	19.81	6/18/2022 15:00
6/18/2022 16:00	11362	18.55	64.62	758.4	707	0.33	15.74	0.377	30.06	1.627	200	4.952	137.3	63.45	0	19.12	6/18/2022 15:10	17.83	6/18/2022 15:40
6/18/2022 17:00	11363	18	65.02	758.7	265.1	0.103	15.81	0.376	30.04	10.77	321.5	7.883	186.9	75.07	0	19.61	6/18/2022 16:50	18	6/18/2022 17:00
6/18/2022 18:00	11364	18.14	67.58	759.4	686.9	0.345	15.86	0.376	30.03	9.28	345.5	9.58	319.5	23.39	0	19.13	6/18/2022 17:10	18.14	6/18/2022 18:00
6/18/2022 19:00	11365	17.77	72.39	759.5	397.3	0.216	15.94	0.376	30.03	4.02	191.5	4.798	267.3	73.44	0	18.34	6/18/2022 18:40	17.49	6/18/2022 18:30
6/18/2022 20:00	11366	15.59	84.3	759.4	32.05	0.009	15.99	0.375	30.02	1.112	145.7	2.143	164	69.43	0	17.6	6/18/2022 19:10	15.59	6/18/2022 20:00
6/18/2022 21:00	11367	13.4	89.9	760.4	1.336	0	16.03	0.374	29.99	4.052	296.2	2.744	248.5	62.63	0	14.91	6/18/2022 20:10	13.4	6/18/2022 21:00
6/18/2022 22:00	11368	12.21	93.4	760.5	0	0	16.08	0.374	29.99	2.407	187.5	2.862	216.9	95.1	0	13.33	6/18/2022 21:20	12.21	6/18/2022 22:00
6/18/2022 23:00	11369	12.01	95.1	761.1	0	0	16.12	0.373	29.96	0.879	309.8	2.003	118.6	100.1	0	12.01	6/18/2022 23:00	11.67	6/18/2022 22:30
6/19/2022 0:00	11370	11.77	95.1	761.5	0.668	0	16.15	0.373	29.96	1.458	137.4	1.989	266.9	79.6	0.508	11.94	6/18/2022 23:10	11.77	6/19/2022 0:00
6/19/2022 1:00	11371	11.4	90.4	762	0	0	16.15	0.372	29.93	13.34	169.8	11.41	153.9	22.12	2.54	12.42	6/19/2022 0:20	11.4	6/19/2022 1:00
6/19/2022 2:00	11372	10.96	95.8	762.5	0.668	0	16.15	0.372	29.92	10.18	112	7.836	131.2	20.77	1.27	11.67	6/19/2022 1:20	10.96	6/19/2022 2:00
6/19/2022 3:00	11373	10.76	95.9	762.4	0	0	16.14	0.371	29.91	5.334	53.21	5.225	140.4	59.32	1.27	10.96	6/19/2022 2:10	10.76	6/19/2022 3:00
