TOA5	CR1000_HA07	CR1000	43363	CR1000.Std.22	CPU:Nyack_Met corrected_recal_11_27_12.CR1	48213	Met												
TIMESTAMP	RECORD	AirTC	RH	BP_mmHg	PAR_Den	SlrkW	Soil_T_C	VW	PA_uS	WindSpeed	WindDir	WindSpeed_S_WVT	WindDir_D1_WVT	WindDir_SD1_WVT	Rain_mm_Tot	AirTC_Max	AirTC_TMx	AirTC_Min	AirTC_TMn
TS	RN	Deg C	%	mmHg	umol/s/m^2	kW/m^2	Deg C		uSec	kph	Degrees	kph	Deg	Deg	mm	Deg C	Deg C	Deg C	Deg C
		Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	WVc	WVc	WVc	Tot	Max	TMx	Min	TMn
5/9/2022 2:00	10388	-0.75	98.6	752.7	0	0	7.433	0.356	29.46	1.528	280.5	1.561	273.5	60.9	0	-0.75	5/9/2022 2:00	-1.537	5/9/2022 1:10
5/9/2022 3:00	10389	-0.376	98.2	752.5	0	0	7.402	0.355	29.45	1.602	310	1.391	314	56.12	0	-0.376	5/9/2022 3:00	-0.716	5/9/2022 2:10
5/9/2022 4:00	10390	-0.345	98.2	752.9	0	0	7.343	0.355	29.43	2.435	344.6	1.513	204.4	93.3	0	-0.343	5/9/2022 3:50	-0.584	5/9/2022 3:30
5/9/2022 5:00	10391	0.061	97.7	752.9	2.006	0.001	7.304	0.355	29.43	0.241	339.3	0.967	280.7	98.7	0	0.061	5/9/2022 5:00	-0.347	5/9/2022 4:10
5/9/2022 6:00	10392	0.164	98.5	752.7	42.8	0.022	7.246	0.354	29.42	4.732	143.3	2.808	144	10.84	0.254	0.164	5/9/2022 6:00	-0.075	5/9/2022 5:20
5/9/2022 7:00	10393	0.403	97.8	753.3	99	0.047	7.188	0.354	29.41	0.05	74.93	0.907	149.3	65.61	0	0.471	5/9/2022 6:40	0.096	5/9/2022 6:10
5/9/2022 8:00	10394	0.71	97.6	752.9	149.1	0.069	7.126	0.354	29.41	1.246	191.1	1.86	151.7	36.15	0	0.71	5/9/2022 8:00	0.335	5/9/2022 7:10
5/9/2022 9:00	10395	0.608	97.2	753.7	160.5	0.076	7.074	0.354	29.41	0.48	293.7	0.871	136.9	74.67	0.254	0.779	5/9/2022 8:10	0.608	5/9/2022 9:00
5/9/2022 10:00	10396	0.911	97.1	753.6	196.6	0.121	7.026	0.353	29.38	0	245.7	0.128	243.4	14.99	1.524	0.911	5/9/2022 10:00	0.505	5/9/2022 9:10
5/9/2022 11:00	10397	1.586	93.7	754	472	0.217	6.976	0.353	29.38	1.24	40.77	0.995	309.8	69.05	1.27	1.656	5/9/2022 10:50	0.944	5/9/2022 10:10
5/9/2022 12:00	10398	1.55	95.6	754	463.9	0.21	6.922	0.353	29.38	5.385	152.7	3.777	138.8	20.57	1.016	1.824	5/9/2022 11:10	1.379	5/9/2022 11:40
5/9/2022 13:00	10399	2.028	95.2	754.5	719.3	0.333	6.873	0.352	29.36	7.934	129.3	7.532	146.4	15.37	1.016	2.028	5/9/2022 13:00	1.755	5/9/2022 12:10
5/9/2022 14:00	10400	3.082	92.6	754.2	405.1	0.182	6.834	0.353	29.38	5.581	148.4	7.009	149.9	3.859	0.762	3.082	5/9/2022 14:00	2.096	5/9/2022 13:10
5/9/2022 15:00	10401	3.557	89.2	754.7	731.3	0.338	6.805	0.354	29.41	2.746	301.5	4.17	157.8	54.04	0.508	3.591	5/9/2022 14:50	2.979	5/9/2022 14:10
5/9/2022 16:00	10402	6.382	86.5	755	1312	0.654	6.785	0.355	29.45	8.02	134.5	6.169	130.2	22.33	0.254	6.382	5/9/2022 16:00	4.104	5/9/2022 15:10
5/9/2022 17:00	10403	5.077	70.6	755.1	85.5	0.036	6.782	0.357	29.5	5.574	146.8	6.664	133.8	41.49	0.254	6.211	5/9/2022 16:10	5.077	5/9/2022 17:00
5/9/2022 18:00	10404	4.505	84.2	755.6	177.8	0.087	6.782	0.358	29.53	3.827	265.3	5.231	277.6	49.74	0	5.083	5/9/2022 17:10	4.505	5/9/2022 17:40
5/9/2022 19:00	10405	4.13	88.8	756.3	144.4	0.074	6.808	0.359	29.57	5.394	253.4	5.566	282.8	51.14	0.254	4.505	5/9/2022 18:10	4.13	5/9/2022 19:00
5/9/2022 20:00	10406	3.284	93	757.1	3.342	0.001	6.844	0.359	29.55	3.387	102.6	3.579	245.9	72.21	0	4.164	5/9/2022 19:10	3.249	5/9/2022 19:50
5/9/2022 21:00	10407	2.744	93.9	757.5	0	0	6.863	0.359	29.55	3.796	198.6	3.36	216.6	39.17	0	3.284	5/9/2022 20:20	2.744	5/9/2022 21:00
5/9/2022 22:00	10408	2.233	97.3	758.2	0	0	6.883	0.359	29.55	4.043	58.9	2.316	175.6	80.5	0.254	2.643	5/9/2022 21:30	2.233	5/9/2022 22:00
5/9/2022 23:00	10409	2.916	90	758.4	0	0	6.902	0.359	29.55	3.276	345.8	3.594	267.7	70.23	0	2.916	5/9/2022 23:00	2.335	5/9/2022 22:30
5/10/2022 0:00	10410	1.517	97.3	758.5	0	0	6.903	0.359	29.57	2.312	342.3	2.512	260.4	58.77	0	2.404	5/9/2022 23:10	1.517	5/10/2022 0:00
5/10/2022 1:00	10411	1.796	98.3	758.8	0	0	6.909	0.359	29.55	3.408	16	1.85	292.7	89.6	0	1.796	5/10/2022 1:00	1.554	5/10/2022 0:10
5/10/2022 2:00	10412	1.898	98.1	759.1	0	0	6.889	0.359	29.55	3.253	318.4	3.958	282.6	28.92	0.254	1.898	5/10/2022 1:40	1.795	5/10/2022 1:30
5/10/2022 3:00	10413	2.033	97	759.6	0	0	6.888	0.358	29.54	1.503	228.3	2.447	226.7	66.47	0	2.033	5/10/2022 3:00	1.795	5/10/2022 2:40
5/10/2022 4:00	10414	1.863	97	759.7	0	0	6.85	0.358	29.53	2.2	181.9	2.129	212.9	88	0	1.965	5/10/2022 3:40	1.759	5/10/2022 3:30
5/10/2022 5:00	10415	2.069	94.2	760.2	3.343	0.001	6.831	0.358	29.53	6.122	279.5	3.058	273.7	60.56	0	2.069	5/10/2022 5:00	1.694	5/10/2022 4:10
5/10/2022 6:00	10416	2.035	91.1	760.5	84.9	0.039	6.812	0.358	29.53	4.245	199.8	4.225	230.6	34.18	0	2.308	5/10/2022 5:20	1.864	5/10/2022 5:10
5/10/2022 7:00	10417	2.788	90.3	761.1	256.7	0.121	6.773	0.358	29.51	4.122	224.8	2.94	244.4	60.6	0	2.788	5/10/2022 7:00	1.796	5/10/2022 6:30
5/10/2022 8:00	10418	4.759	69.07	761.1	351.6	0.16	6.738	0.357	29.5	3.343	301.2	2.537	248.4	71.26	0	4.759	5/10/2022 8:00	3.162	5/10/2022 7:10
5/10/2022 9:00	10419	6.587	57.24	761.4	497.2	0.227	6.71	0.357	29.5	8.64	285.4	8.06	309	18.54	0	6.587	5/10/2022 9:00	4.827	5/10/2022 8:10
5/10/2022 10:00	10420	6.919	55.83	761.4	809	0.384	6.666	0.357	29.49	8.18	287	7.839	294	24.74	0	6.955	5/10/2022 9:50	6.347	5/10/2022 9:20
5/10/2022 11:00	10421	6.503	58.99	762	323.4	0.145	6.653	0.357	29.49	6.365	300.8	6.207	278.2	20.27	0.254	7.356	5/10/2022 10:40	6.503	5/10/2022 11:00
5/10/2022 12:00	10422	5.699	80.6	762.2	2196	1.122	6.647	0.356	29.47	6.671	296.1	7.542	295.1	23.14	0.254	5.699	5/10/2022 12:00	4.391	5/10/2022 11:20
5/10/2022 13:00	10423	6.338	78.14	761.7	2360	1.199	6.666	0.356	29.47	6.248	331	6.583	316.8	9.89	0.254	6.989	5/10/2022 12:40	5.313	5/10/2022 12:50
5/10/2022 14:00	10424	4.368	85.3	762.6	509.2	0.233	6.695	0.356	29.47	4.879	248.7	7.016	283.9	45.19	0.508	6.339	5/10/2022 13:10	3.616	5/10/2022 13:50
5/10/2022 15:00	10425	7.231	71.32	762.8	1705	0.866	6.744	0.356	29.46	6.693	253.6	7.922	122.2	57.59	0.254	7.231	5/10/2022 15:00	4.607	5/10/2022 14:10
5/10/2022 16:00	10426	7.731	66.29	762.6	400.9	0.17	6.799	0.356	29.46	5.093	349.1	4.611	221.8	67.86	0.254	7.731	5/10/2022 16:00	6.572	5/10/2022 15:20
5/10/2022 17:00	10427	8.19	73.26	762.8	557.1	0.263	6.859	0.356	29.46	4.78	218.4	4.652	266.1	83.7	0.254	9.88	5/10/2022 16:40	8.19	5/10/2022 17:00
5/10/2022 18:00	10428	7.511	71.49	762.8	177.7	0.061	6.934	0.356	29.46	3.58	223.2	4.179	192.3	38.49	0	9.86	5/10/2022 17:30	7.511	5/10/2022 18:00
5/10/2022 19:00	10429	5.042	84.3	763.2	80.2	0.023	7.012	0.356	29.46	3.417	133.7	2.9	223.2	43.73	0.254	6.249	5/10/2022 18:10	5.042	5/10/2022 19:00
5/10/2022 20:00	10430	2.973	84	763.9	9.36	0.003	7.089	0.356	29.46	1.716	253.6	2.367	283.8	33.99	0	4.637	5/10/2022 19:10	2.973	5/10/2022 20:00
5/10/2022 21:00	10431	1.348	87.9	764.2	0	0	7.156	0.356	29.46	2.124	40.1	2.543	305.7	43.17	0	2.806	5/10/2022 20:10	1.277	5/10/2022 20:50
5/10/2022 22:00	10432	-0.314	94.3	765.3	0	0	7.215	0.356	29.46	2.136	254.2	1.854	50.19	84.1	0	1.49	5/10/2022 21:10	-0.314	5/10/2022 22:00
5/10/2022 23:00	10433	-0.957	98	765.1	0	0	7.246	0.355	29.45	1.013	198.5	1.263	266.1	92.8	0	0.061	5/10/2022 22:10	-1.128	5/10/2022 22:50
5/11/2022 0:00	10434	-1.535	98.7	765.3	0	0	7.261	0.356	29.46	1.591	114.3	1.857	84.7	96.4	0	-1.294	5/10/2022 23:50	-1.567	5/10/2022 23:40
5/11/2022 1:00	10435	-1.499	99.4	765.8	0	0	7.253	0.356	29.46	1.441	262.5	1.561	290.4	94.5	0	-1.499	5/11/2022 1:00	-1.672	5/11/2022 0:20
5/11/2022 2:00	10436	-1.191	99.4	765.3	0	0	7.223	0.355	29.45	0.371	213.3	0.711	168.8	62.79	0	-1.157	5/11/2022 1:50	-1.738	5/11/2022 1:10
5/11/2022 3:00	10437	-1.363	99	765.6	0	0	7.182	0.355	29.43	0.997	8.97	0.776	257.2	92.2	0	-0.919	5/11/2022 2:10	-1.363	5/11/2022 3:00
5/11/2022 4:00	10438	-2.283	99.8	766.2	0	0	7.136	0.355	29.45	0.849	254.6	1.216	207.1	63.99	0	-1.328	5/11/2022 3:20	-2.423	5/11/2022 3:40
5/11/2022 5:00	10439	-2.483	100	766	8.03	0.004	7.068	0.355	29.43	0.986	169.5	1.446	108.2	82.6	0	-2.112	5/11/2022 4:10	-3.136	5/11/2022 4:40
5/11/2022 6:00	10440	-2.686	100	766	72.24	0.02	7.005	0.355	29.43	1.28	313.8	1.257	215.2	99.1	0	-2.686	5/11/2022 6:00	-3.335	5/11/2022 5:20
5/11/2022 7:00	10441	1.851	97.8	766.6	591.2	0.313	6.943	0.354	29.41	0	28.33	0.845	6.268	69.91	0	1.851	5/11/2022 7:00	-2.549	5/11/2022 6:10
5/11/2022 8:00	10442	3.224	73.88	766	966	0.487	6.879	0.354	29.41	3.313	91	2.118	64.91	37.15	0	3.297	5/11/2022 7:50	1.47	5/11/2022 7:10
5/11/2022 9:00	10443	6.792	65.36	765.5	1326	0.663	6.788	0.354	29.41	1.994	38.41	2.773	63.44	53.05	0	6.792	5/11/2022 9:00	3.735	5/11/2022 8:10
5/11/2022 10:00	10444	9.54	45.17	765.6	1684	0.841	6.73	0.353	29.39	3.138	249.2	2.175	143.9	78.06	0	9.68	5/11/2022 9:50	7.61	5/11/2022 9:10
5/11/2022 11:00	10445	10.1	37.45	764.6	762.8	0.333	6.68	0.353	29.39	4.792	293.3	5.174	28.07	71.75	0	10.85	5/11/2022 10:40	10.03	5/11/2022 10:50
5/11/2022 12:00	10446	11.09	30.49	764.4	582.4	0.24	6.64	0.353	29.39	8.31	343.1	10.57	328	14.73	0	11.5	5/11/2022 11:30	10.75	5/11/2022 11:10
5/11/2022 13:00	10447	12.31	32.16	763.5	1938	0.979	6.673	0.353	29.38	9.53	348.1	12.15	347.9	24.35	0.254	12.31	5/11/2022 12:40	11.64	5/11/2022 12:20
5/11/2022 14:00	10448	13.12	26.32	763	1831	0.914	6.728	0.353	29.38	10.61	7.891	9.88	331.6	26.9	0	13.57	5/11/2022 13:40	12.58	5/11/2022 13:10
5/11/2022 15:00	10449	14.23	29.48	763	1663	0.841	6.821	0.352	29.36	5.639	348.5	7.363	1.198	34.21	0	14.23	5/11/2022 15:00	13.39	5/11/2022 14:10
5/11/2022 16:00	10450	14.67	23.83	762.4	1282	0.651	6.937	0.352	29.35	6.987	12.88	9.24	335.4	38.15	0.254	14.67	5/11/2022 16:00	13	5/11/2022 15:30
5/11/2022 17:00	10451	14.98	12.82	762.8	917	0.474	7.089	0.352	29.35	5.004	59.29	4.948	348.5	87.6	0	15.22	5/11/2022 16:20	14.6	5/11/2022 16:40
5/11/2022 18:00	10452	10.35	46.23	762.3	193	0.078	7.246	0.352	29.35	5.164	183.9	5.145	185.5	80.2	0.254	14.84	5/11/2022 17:20	10.35	5/11/2022 18:00
5/11/2022 19:00	10453	8.43	60.47	762.5	133.6	0.059	7.408	0.352	29.35	1.871	226.3	2.656	190.8	32.8	0	10.43	5/11/2022 18:10	8.43	5/11/2022 19:00
5/11/2022 20:00	10454	6.881	70.56	763	20.05	0.02	7.576	0.352	29.35	0.554	101.8	0.943	246.1	65.75	0	8.61	5/11/2022 19:10	6.881	5/11/2022 20:00
5/11/2022 21:00	10455	5.597	73.96	763.7	0	0	7.696	0.352	29.35	3.292	311.9	2.702	159.7	90.3	0	6.479	5/11/2022 20:20	5.29	5/11/2022 20:50
5/11/2022 22:00	10456	4.334	80.2	763.5	0	0	7.801	0.352	29.35	5.078	307.9	2.367	274.3	80.9	0	5.324	5/11/2022 21:40	4.334	5/11/2022 22:00
5/11/2022 23:00	10457	4.136	82.9	762.8	0	0	7.876	0.352	29.35	4.861	310.1	3.908	268.1	87.6	0	4.983	5/11/2022 22:10	4.136	5/11/2022 23:00
5/12/2022 0:00	10458	1.174	87.7	763.4	0	0	7.915	0.352	29.35	2.847	154.1	1.855	140.5	68.07	0	3.965	5/11/2022 23:10	1.174	5/12/2022 0:00
5/12/2022 1:00	10459	0.539	93.3	763.4	0	0	7.943	0.352	29.35	3.428	298.5	2.481	314.5	88.1	0	1.857	5/12/2022 0:10	0.533	5/12/2022 0:30
5/12/2022 2:00	10460	0.847	93.7	763.7	0	0	7.948	0.352	29.36	0.817	225.3	2.278	294.3	75.19	0	0.847	5/12/2022 2:00	0.403	5/12/2022 1:40
5/12/2022 3:00	10461	0.54	94.5	763.7	0	0	7.929	0.352	29.36	2.992	296.2	1.796	328.6	75.59	0	0.676	5/12/2022 2:50	0.232	5/12/2022 2:30
5/12/2022 4:00	10462	0.949	92.6	763.7	0	0	7.909	0.352	29.35	3.706	255.6	2.111	269.5	52.6	0	0.949	5/12/2022 4:00	0.505	5/12/2022 3:30
5/12/2022 5:00	10463	1.086	91.7	764.2	7.355	0.003	7.868	0.352	29.35	2.083	211.3	3.048	210.1	70.93	0	1.428	5/12/2022 4:10	1.086	5/12/2022 5:00
5/12/2022 6:00	10464	1.769	83.6	763.8	61.51	0.03	7.807	0.352	29.35	1.047	246.3	2.664	144.8	62.55	0	1.769	5/12/2022 6:00	0.949	5/12/2022 5:10
5/12/2022 7:00	10465	3.709	75.94	764.7	534.9	0.28	7.746	0.351	29.34	0.22	303.4	1.245	283.8	40.36	0	3.709	5/12/2022 7:00	1.939	5/12/2022 6:20
5/12/2022 8:00	10466	6.588	56.21	764.5	648.9	0.313	7.694	0.351	29.34	2.204	298.1	3.638	54.22	49.39	0	6.588	5/12/2022 8:00	4.489	5/12/2022 7:10
5/12/2022 9:00	10467	8.72	47.36	764.4	855	0.418	7.638	0.351	29.32	4.666	1.599	2.725	177.8	72.28	0	8.72	5/12/2022 9:00	6.859	5/12/2022 8:10
5/12/2022 10:00	10468	10.32	44.8	764.4	972	0.464	7.592	0.351	29.32	10.33	327.7	12.66	310	10.09	0	10.32	5/12/2022 10:00	9.13	5/12/2022 9:10
5/12/2022 11:00	10469	12.01	39.77	763.9	1404	0.687	7.576	0.351	29.32	12.43	303.1	10.65	300.2	34.02	0	12.01	5/12/2022 11:00	10.56	5/12/2022 10:10
5/12/2022 12:00	10470	12.07	38.81	763	660.5	0.304	7.545	0.35	29.31	9.82	321	10.6	306.8	19.38	0	12.45	5/12/2022 11:50	11.9	5/12/2022 11:20
5/12/2022 13:00	10471	13.98	36.59	763	819	0.367	7.556	0.35	29.31	6.316	62.13	6.671	305.2	70.61	0	13.98	5/12/2022 13:00	11.97	5/12/2022 12:20
5/12/2022 14:00	10472	13.16	35.97	762.9	888	0.411	7.592	0.35	29.3	9.58	94	6.529	95.8	27.71	0	13.16	5/12/2022 14:00	12.65	5/12/2022 13:30
5/12/2022 15:00	10473	13.22	32.32	762.5	540.3	0.246	7.651	0.35	29.3	11.91	149.8	7.894	96.1	66.64	0	13.84	5/12/2022 14:40	13.06	5/12/2022 14:30
5/12/2022 16:00	10474	12.96	31.17	761.7	744.6	0.352	7.718	0.349	29.28	7.822	186	9.22	180.8	41.46	0	14.14	5/12/2022 15:10	12.95	5/12/2022 15:50
5/12/2022 17:00	10475	12.89	37.82	761.8	227.1	0.1	7.809	0.349	29.28	2.465	119.4	4.83	5.644	77.6	0	13.09	5/12/2022 16:10	12.72	5/12/2022 16:50
5/12/2022 18:00	10476	12.66	35.16	761.1	265.2	0.111	7.9	0.349	29.28	8.34	275	6.3	280.6	46.69	0	12.96	5/12/2022 17:20	12.62	5/12/2022 17:50
5/12/2022 19:00	10477	9.73	57.33	761.2	91.5	0.045	7.97	0.349	29.28	5.234	130	4.073	164	17.55	0	13.82	5/12/2022 18:10	9.73	5/12/2022 19:00
5/12/2022 20:00	10478	7.628	66.36	761	13.36	0.005	8.04	0.349	29.28	2.909	179.5	3.752	158.5	13.63	0	9.25	5/12/2022 19:20	7.628	5/12/2022 20:00
5/12/2022 21:00	10479	4.812	80.5	761.3	0	0	8.09	0.349	29.28	0	244.8	1.346	292	76.66	0	6.81	5/12/2022 20:10	4.3	5/12/2022 20:50
5/12/2022 22:00	10480	2.573	85.7	761.9	0	0	8.14	0.349	29.28	0.294	224.8	1.858	173.9	78.72	0	4.369	5/12/2022 21:10	2.537	5/12/2022 21:50
5/12/2022 23:00	10481	0.846	92.5	760.8	0	0	8.17	0.349	29.28	0	188.1	1.021	220.5	81.4	0	2.676	5/12/2022 22:10	0.846	5/12/2022 23:00
5/13/2022 0:00	10482	-0.109	95.9	761.3	0	0	8.17	0.349	29.28	0.381	69.45	1.13	58.08	80.9	0	0.505	5/12/2022 23:30	-0.348	5/12/2022 23:50
5/13/2022 1:00	10483	0.204	96.3	760.8	0	0	8.15	0.349	29.28	1.962	321.4	1.76	254.5	71.66	0.254	0.204	5/13/2022 1:00	-0.411	5/13/2022 0:40
5/13/2022 2:00	10484	0.949	95.3	760	0	0	8.12	0.349	29.27	3.352	324.3	2.401	204.6	102.1	0	0.949	5/13/2022 2:00	0.37	5/13/2022 1:20
5/13/2022 3:00	10485	1.94	88.9	760.8	0	0	8.07	0.349	29.27	4.344	179.1	3.091	183.3	57.46	0	1.94	5/13/2022 3:00	1.12	5/13/2022 2:10
5/13/2022 4:00	10486	2.686	87	760.4	0	0	8.02	0.349	29.27	1.445	200.1	3.323	169.2	52.74	0	2.686	5/13/2022 4:00	2.28	5/13/2022 3:40
5/13/2022 5:00	10487	2.205	95.3	761	5.349	0.002	7.951	0.349	29.26	1.227	109.2	2.028	165.6	81.5	0	2.718	5/13/2022 4:40	2.205	5/13/2022 5:00
5/13/2022 6:00	10488	2.786	97.6	760.6	224.6	0.127	7.892	0.349	29.26	2.027	112.3	1.979	118.3	52.25	0	2.786	5/13/2022 6:00	1.694	5/13/2022 5:30
5/13/2022 7:00	10489	5.135	70.23	761.1	296.8	0.139	7.827	0.349	29.26	5.571	176.2	4.882	271.3	97.8	0	5.135	5/13/2022 7:00	3.16	5/13/2022 6:10
5/13/2022 8:00	10490	4.377	65.85	761.6	115.6	0.052	7.768	0.348	29.24	16.13	23.95	9.78	69.98	70.72	0	5.784	5/13/2022 7:20	4.377	5/13/2022 8:00
5/13/2022 9:00	10491	3.257	79.89	762.9	235.3	0.11	7.72	0.348	29.24	7.468	302	7.129	288.5	84.1	0	3.386	5/13/2022 8:10	2.881	5/13/2022 8:40
5/13/2022 10:00	10492	4.922	58.03	763.1	932	0.446	7.671	0.348	29.24	15.67	102	8.48	276.8	85.4	0	5.299	5/13/2022 9:50	3.189	5/13/2022 9:10
5/13/2022 11:00	10493	4.068	56.7	762.8	377	0.183	7.62	0.348	29.23	20.03	281.7	15.63	315.1	24.88	0	4.204	5/13/2022 10:50	1.331	5/13/2022 10:30
5/13/2022 12:00	10494	4.3	56.11	762.8	232.6	0.101	7.585	0.348	29.23	7.118	63.22	14.37	334.9	40.44	0.254	5.529	5/13/2022 11:40	3.346	5/13/2022 11:10
5/13/2022 13:00	10495	5.87	50.89	762.8	1846	0.941	7.55	0.347	29.22	10.54	31.84	10.43	5.521	79.29	0.254	5.87	5/13/2022 13:00	3.993	5/13/2022 12:10
5/13/2022 14:00	10496	5.869	48.74	763.1	826	0.395	7.521	0.347	29.22	4.793	323	7.939	358.7	69.35	0.254	5.869	5/13/2022 14:00	4.431	5/13/2022 13:20
5/13/2022 15:00	10497	6.948	39.85	763.1	1700	0.865	7.511	0.347	29.22	7.742	333.6	8.53	296.5	64.9	0	6.948	5/13/2022 15:00	6.304	5/13/2022 14:40
5/13/2022 16:00	10498	7.79	38.99	763.2	1558	0.8	7.519	0.347	29.22	7.341	258.9	8.09	309.6	70.54	0.254	7.79	5/13/2022 16:00	7.22	5/13/2022 15:10
5/13/2022 17:00	10499	7.657	33.98	763	975	0.497	7.538	0.347	29.22	11.59	199.7	9.5	196.6	23.45	0	8.16	5/13/2022 16:10	7.17	5/13/2022 16:40
5/13/2022 18:00	10500	7.356	35.24	763.7	131	0.06	7.572	0.347	29.2	11.97	322.2	10.62	242	52.24	0.254	8.04	5/13/2022 17:10	7.356	5/13/2022 18:00
5/13/2022 19:00	10501	7.057	36.85	763.7	80.2	0.035	7.618	0.347	29.2	7.605	142.5	10.91	215.7	47.29	0	7.322	5/13/2022 18:10	7.022	5/13/2022 18:40
5/13/2022 20:00	10502	6.416	40.17	763.9	8.02	0.004	7.657	0.347	29.2	8.07	211.3	8.24	236.6	60	0	6.754	5/13/2022 19:20	6.416	5/13/2022 20:00
5/13/2022 21:00	10503	6.28	40.24	764.3	0	0	7.677	0.347	29.2	10.97	205.1	8.16	287.4	95.8	0	6.382	5/13/2022 20:30	6.246	5/13/2022 20:20
5/13/2022 22:00	10504	6.143	40.03	764.5	0	0	7.696	0.346	29.19	10.83	234.1	10.32	222.6	38.75	0	6.348	5/13/2022 21:20	6.007	5/13/2022 21:50
5/13/2022 23:00	10505	2.186	65.46	764.8	0	0	7.704	0.346	29.19	5.967	255.7	7.376	261.8	37.83	0	5.904	5/13/2022 22:20	2.186	5/13/2022 23:00
5/14/2022 0:00	10506	0.157	76.97	764.7	0	0	7.693	0.346	29.19	5.429	129.5	5.114	295.6	51.77	0	1.716	5/13/2022 23:20	0.157	5/14/2022 0:00
5/14/2022 1:00	10507	-1.202	84.1	764.7	0	0	7.674	0.346	29.19	3.062	315.7	4.216	305.4	15.33	0	0.915	5/14/2022 0:20	-1.202	5/14/2022 0:40
5/14/2022 2:00	10508	-2.354	88.8	764.2	0	0	7.641	0.346	29.19	0.369	340.9	2.275	334	52.17	0.254	-0.821	5/14/2022 1:10	-2.354	5/14/2022 2:00
5/14/2022 3:00	10509	-3.37	90	764.6	0	0	7.604	0.347	29.2	2.311	79.28	1.313	95.1	48.92	0	-2.386	5/14/2022 2:10	-3.37	5/14/2022 3:00
5/14/2022 4:00	10510	-3.773	95.5	764.7	0	0	7.545	0.347	29.2	0.476	188.3	0.349	137.3	58.33	0	-3.603	5/14/2022 3:40	-3.947	5/14/2022 3:30
5/14/2022 5:00	10511	-4.423	97.3	764.2	11.37	0.006	7.471	0.346	29.19	0	187.6	0.858	144	37.6	0	-3.773	5/14/2022 4:10	-4.73	5/14/2022 4:40
5/14/2022 6:00	10512	-3.363	96.8	764.9	150.5	0.075	7.393	0.346	29.19	2.666	142.8	1.173	247.4	68.7	0	-3.363	5/14/2022 6:00	-4.217	5/14/2022 5:10
5/14/2022 7:00	10513	-1.189	89	764.8	238.8	0.109	7.313	0.346	29.19	2.26	57.68	0.92	67.64	35.29	0	-1.189	5/14/2022 7:00	-2.509	5/14/2022 6:10
5/14/2022 8:00	10514	1.224	74.46	764.4	474.1	0.219	7.228	0.345	29.16	0.689	12.85	1.229	57.68	57.57	0	1.224	5/14/2022 8:00	-0.849	5/14/2022 7:10
5/14/2022 9:00	10515	4.077	57.8	764.7	707.3	0.327	7.13	0.345	29.16	0.544	83.4	1.171	86.7	58.01	0	4.077	5/14/2022 9:00	1.257	5/14/2022 8:10
5/14/2022 10:00	10516	7.743	39.86	764.5	869	0.408	7.057	0.345	29.16	4.412	332.6	2.718	345.9	20.05	0	7.743	5/14/2022 10:00	4.417	5/14/2022 9:10
5/14/2022 11:00	10517	8.58	42.68	764.1	1179	0.561	6.989	0.345	29.16	9.21	21.78	6.674	328.9	31.79	0	8.58	5/14/2022 11:00	7.565	5/14/2022 10:10
5/14/2022 12:00	10518	9.8	33.9	763.8	1864	0.902	6.953	0.345	29.15	7.142	348.2	8.7	335.2	23.78	0	9.84	5/14/2022 11:10	9.29	5/14/2022 11:20
5/14/2022 13:00	10519	9.97	38.78	763.2	809	0.371	6.947	0.345	29.15	11.76	312.1	9.41	295.5	31.35	0	10.44	5/14/2022 12:10	9.97	5/14/2022 12:20
5/14/2022 14:00	10520	10.61	43.62	763.8	930	0.433	6.968	0.344	29.12	4.581	114.8	6.801	20.33	49.65	0	10.78	5/14/2022 13:40	10.34	5/14/2022 13:30
5/14/2022 15:00	10521	12.35	45.8	763.8	2116	1.057	7.024	0.344	29.12	12.16	287.1	12.45	327.5	30.27	0	12.35	5/14/2022 15:00	10.37	5/14/2022 14:20
5/14/2022 16:00	10522	10.76	44.08	764.3	568.3	0.264	7.105	0.343	29.11	11.93	223.6	11.9	175.3	58.83	0	12.99	5/14/2022 15:20	10.76	5/14/2022 16:00
5/14/2022 17:00	10523	11.09	46.93	764.5	1168	0.596	7.197	0.343	29.11	10.68	273.5	6.895	148.2	84.5	0.254	11.09	5/14/2022 17:00	10.5	5/14/2022 16:30
5/14/2022 18:00	10524	10.07	58.01	765	314.6	0.146	7.295	0.344	29.12	2.488	167.4	6.311	144.5	46.21	0	11.01	5/14/2022 17:30	10.07	5/14/2022 18:00
5/14/2022 19:00	10525	9.05	65.65	765.4	104.9	0.043	7.42	0.343	29.11	3.487	326.7	4.962	345.3	78.64	0	10	5/14/2022 18:10	9.05	5/14/2022 19:00
5/14/2022 20:00	10526	7.663	72.88	765.3	10.69	0.004	7.515	0.343	29.11	3.753	253.7	4.555	318	29.28	0	8.5	5/14/2022 19:10	7.663	5/14/2022 19:50
5/14/2022 21:00	10527	5.563	84.1	765.9	0	0	7.618	0.343	29.11	0.891	187.3	2.036	175.6	68.74	0	7.39	5/14/2022 20:10	5.563	5/14/2022 21:00
5/14/2022 22:00	10528	4.881	88.8	766.4	0	0	7.681	0.344	29.12	1.893	200.1	1.308	24.69	96.5	0	5.256	5/14/2022 21:10	4.846	5/14/2022 21:40
